measure_name,location_id,location_name,sex_id,sex_name,age_group_id,age_group_name,val,upper,lower
"% Change in Number of Smokers, 1990-2019",110,Dominica,2,Female,29,15+ years,-0.062930451,0.291655917,-0.359996651
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",110,Dominica,2,Female,29,15+ years,-0.068750625,0.27544711,-0.353293158
"% Change in Number of Smokers, 1990-2019",110,Dominica,3,Both,29,15+ years,0.038127061,0.200702509,-0.110667408
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",110,Dominica,3,Both,29,15+ years,-0.030930326,0.120335812,-0.165656209
"% Change in Number of Smokers, 1990-2019",111,Dominican Republic,1,Male,29,15+ years,0.89268001,1.15966111,0.662928585
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",111,Dominican Republic,1,Male,29,15+ years,-0.07149441,0.059735072,-0.180118343
"% Change in Number of Smokers, 1990-2019",111,Dominican Republic,2,Female,29,15+ years,0.564124535,1.005245596,0.197589936
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",111,Dominican Republic,2,Female,29,15+ years,-0.210077178,0.011765302,-0.396015791
"% Change in Number of Smokers, 1990-2019",111,Dominican Republic,3,Both,29,15+ years,0.740679564,0.986538927,0.509521072
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",111,Dominican Republic,3,Both,29,15+ years,-0.131320338,-0.007920416,-0.242560788
"% Change in Number of Smokers, 1990-2019",112,Grenada,1,Male,29,15+ years,0.837674887,1.129212221,0.564097062
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",112,Grenada,1,Male,29,15+ years,0.073347765,0.237169287,-0.078239733
"% Change in Number of Smokers, 1990-2019",112,Grenada,2,Female,29,15+ years,0.492922805,1.115753948,0.00323979
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",112,Grenada,2,Female,29,15+ years,0.026679188,0.442888318,-0.304529325
"% Change in Number of Smokers, 1990-2019",112,Grenada,3,Both,29,15+ years,0.741316505,1.009481276,0.502488919
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",112,Grenada,3,Both,29,15+ years,0.091952584,0.24849925,-0.060965509
"% Change in Number of Smokers, 1990-2019",113,Guyana,1,Male,29,15+ years,0.227858354,0.40759363,0.074290249
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",113,Guyana,1,Male,29,15+ years,0.064512304,0.208508751,-0.064093936
"% Change in Number of Smokers, 1990-2019",113,Guyana,2,Female,29,15+ years,0.056868405,0.471804666,-0.281131628
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",113,Guyana,2,Female,29,15+ years,-0.096173837,0.225731259,-0.367443821
"% Change in Number of Smokers, 1990-2019",113,Guyana,3,Both,29,15+ years,0.194978267,0.3511987,0.050945842
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",113,Guyana,3,Both,29,15+ years,0.030390503,0.158644033,-0.080704653
"% Change in Number of Smokers, 1990-2019",114,Haiti,1,Male,29,15+ years,0.221900365,0.389889984,0.065156135
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",114,Haiti,1,Male,29,15+ years,-0.45784847,-0.383685214,-0.525734753
"% Change in Number of Smokers, 1990-2019",114,Haiti,2,Female,29,15+ years,0.196809926,0.688260713,-0.202961994
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",114,Haiti,2,Female,29,15+ years,-0.485525318,-0.27495291,-0.652050155
"% Change in Number of Smokers, 1990-2019",114,Haiti,3,Both,29,15+ years,0.211184758,0.38326689,0.046771721
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",114,Haiti,3,Both,29,15+ years,-0.475126545,-0.405022065,-0.544157616
"% Change in Number of Smokers, 1990-2019",115,Jamaica,1,Male,29,15+ years,0.122156457,0.25971065,-0.007211141
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",115,Jamaica,1,Male,29,15+ years,-0.264549706,-0.17465446,-0.347574583
"% Change in Number of Smokers, 1990-2019",115,Jamaica,2,Female,29,15+ years,0.123761259,0.461735625,-0.144865517
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",115,Jamaica,2,Female,29,15+ years,-0.218244424,0.002333362,-0.401114657
"% Change in Number of Smokers, 1990-2019",115,Jamaica,3,Both,29,15+ years,0.120101411,0.250182647,0.00234053
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",115,Jamaica,3,Both,29,15+ years,-0.248795123,-0.170707075,-0.323670357
"% Change in Number of Smokers, 1990-2019",116,Saint Lucia,1,Male,29,15+ years,0.561035046,0.794169378,0.349990267
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",116,Saint Lucia,1,Male,29,15+ years,-0.133034099,-0.008790318,-0.239871751
"% Change in Number of Smokers, 1990-2019",116,Saint Lucia,2,Female,29,15+ years,0.320823962,0.853265516,-0.096000674
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",116,Saint Lucia,2,Female,29,15+ years,-0.142261653,0.183126996,-0.392750486
"% Change in Number of Smokers, 1990-2019",116,Saint Lucia,3,Both,29,15+ years,0.497195868,0.710153022,0.311352726
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",116,Saint Lucia,3,Both,29,15+ years,-0.118475318,0.003751583,-0.222283296
"% Change in Number of Smokers, 1990-2019",117,Saint Vincent and the Grenadines,1,Male,29,15+ years,0.241417823,0.413787734,0.087109416
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",117,Saint Vincent and the Grenadines,1,Male,29,15+ years,-0.049317194,0.074489407,-0.157504788
"% Change in Number of Smokers, 1990-2019",117,Saint Vincent and the Grenadines,2,Female,29,15+ years,0.120965514,0.58409101,-0.242335978
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",117,Saint Vincent and the Grenadines,2,Female,29,15+ years,0.020380892,0.413997403,-0.289056604
"% Change in Number of Smokers, 1990-2019",117,Saint Vincent and the Grenadines,3,Both,29,15+ years,0.215909873,0.378237233,0.071604307
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",117,Saint Vincent and the Grenadines,3,Both,29,15+ years,-0.022811443,0.098758123,-0.131517757
"% Change in Number of Smokers, 1990-2019",118,Suriname,1,Male,29,15+ years,0.355458263,0.503493583,0.21752412
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",118,Suriname,1,Male,29,15+ years,-0.176688833,-0.089596565,-0.254730969
"% Change in Number of Smokers, 1990-2019",118,Suriname,2,Female,29,15+ years,0.287912524,0.74520446,-0.088436121
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",118,Suriname,2,Female,29,15+ years,-0.254533448,0.009497319,-0.468658693
"% Change in Number of Smokers, 1990-2019",118,Suriname,3,Both,29,15+ years,0.336877829,0.488644867,0.193638087
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",118,Suriname,3,Both,29,15+ years,-0.205861734,-0.118545499,-0.284133426
"% Change in Number of Smokers, 1990-2019",119,Trinidad and Tobago,1,Male,29,15+ years,0.199844027,0.346909583,0.06209942
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",119,Trinidad and Tobago,1,Male,29,15+ years,-0.126592202,-0.023394975,-0.224030981
"% Change in Number of Smokers, 1990-2019",119,Trinidad and Tobago,2,Female,29,15+ years,0.164815781,0.613363221,-0.178449263
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",119,Trinidad and Tobago,2,Female,29,15+ years,-0.078795374,0.263355607,-0.340111588
"% Change in Number of Smokers, 1990-2019",119,Trinidad and Tobago,3,Both,29,15+ years,0.18852488,0.333815138,0.051290745
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",119,Trinidad and Tobago,3,Both,29,15+ years,-0.112352283,-0.00847522,-0.21445604
"% Change in Number of Smokers, 1990-2019",120,Andean Latin America,1,Male,29,15+ years,0.66442972,0.805729486,0.529765149
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",120,Andean Latin America,1,Male,29,15+ years,-0.1689331,-0.104734145,-0.230812385
"% Change in Number of Smokers, 1990-2019",120,Andean Latin America,2,Female,29,15+ years,0.583370693,0.949408026,0.254576379
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",120,Andean Latin America,2,Female,29,15+ years,-0.173642478,0.009944766,-0.334156903
"% Change in Number of Smokers, 1990-2019",120,Andean Latin America,3,Both,29,15+ years,0.639230717,0.777747441,0.504245676
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",120,Andean Latin America,3,Both,29,15+ years,-0.168293372,-0.105642327,-0.229790319
"% Change in Number of Smokers, 1990-2019",121,Bolivia (Plurinational State of),1,Male,29,15+ years,1.109903514,1.413857781,0.834654072
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",121,Bolivia (Plurinational State of),1,Male,29,15+ years,-0.075840373,0.050910233,-0.18860384
"% Change in Number of Smokers, 1990-2019",121,Bolivia (Plurinational State of),2,Female,29,15+ years,1.155475345,1.998856893,0.483284988
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",121,Bolivia (Plurinational State of),2,Female,29,15+ years,-0.003264875,0.365608032,-0.291091834
"% Change in Number of Smokers, 1990-2019",121,Bolivia (Plurinational State of),3,Both,29,15+ years,1.111589453,1.436517058,0.823412039
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",121,Bolivia (Plurinational State of),3,Both,29,15+ years,-0.049547483,0.081244263,-0.170700101
"% Change in Number of Smokers, 1990-2019",122,Ecuador,1,Male,29,15+ years,0.998715481,1.212085386,0.785744919
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",122,Ecuador,1,Male,29,15+ years,-0.083724825,0.007767077,-0.172387775
"% Change in Number of Smokers, 1990-2019",122,Ecuador,2,Female,29,15+ years,0.780413169,1.39976429,0.319776242
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",122,Ecuador,2,Female,29,15+ years,-0.1811176,0.075387578,-0.386859853
"% Change in Number of Smokers, 1990-2019",122,Ecuador,3,Both,29,15+ years,0.952357192,1.153123084,0.754750641
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",122,Ecuador,3,Both,29,15+ years,-0.103996802,-0.015559893,-0.186789963
"% Change in Number of Smokers, 1990-2019",123,Peru,1,Male,29,15+ years,0.155523049,0.358107029,-0.033397141
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",123,Peru,1,Male,29,15+ years,-0.354252695,-0.245710356,-0.45357428
"% Change in Number of Smokers, 1990-2019",123,Peru,2,Female,29,15+ years,0.321855019,0.884112845,-0.110769163
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",123,Peru,2,Female,29,15+ years,-0.23213958,0.092430189,-0.470642342
"% Change in Number of Smokers, 1990-2019",123,Peru,3,Both,29,15+ years,0.202035755,0.422706506,0.008912769
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",123,Peru,3,Both,29,15+ years,-0.314498079,-0.196247367,-0.415205811
"% Change in Number of Smokers, 1990-2019",124,Central Latin America,1,Male,29,15+ years,0.078571918,0.129835294,0.029555225
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",124,Central Latin America,1,Male,29,15+ years,-0.400835852,-0.375010485,-0.426166468
"% Change in Number of Smokers, 1990-2019",124,Central Latin America,2,Female,29,15+ years,0.056825821,0.207579924,-0.072526956
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",124,Central Latin America,2,Female,29,15+ years,-0.421577027,-0.343932886,-0.48963941
"% Change in Number of Smokers, 1990-2019",124,Central Latin America,3,Both,29,15+ years,0.071459247,0.126927295,0.018480975
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",124,Central Latin America,3,Both,29,15+ years,-0.409486222,-0.381922682,-0.436907748
"% Change in Number of Smokers, 1990-2019",125,Colombia,1,Male,29,15+ years,-0.228428364,-0.125146684,-0.316330078
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",125,Colombia,1,Male,29,15+ years,-0.536060837,-0.480969743,-0.586731916
"% Change in Number of Smokers, 1990-2019",125,Colombia,2,Female,29,15+ years,0.148445535,0.503341394,-0.142372381
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",125,Colombia,2,Female,29,15+ years,-0.333281173,-0.136187488,-0.493002674
"% Change in Number of Smokers, 1990-2019",125,Colombia,3,Both,29,15+ years,-0.110503414,0.007942124,-0.223289165
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",125,Colombia,3,Both,29,15+ years,-0.470730507,-0.404098004,-0.534178329
"% Change in Number of Smokers, 1990-2019",126,Costa Rica,1,Male,29,15+ years,-0.00862643,0.12728872,-0.127215512
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",126,Costa Rica,1,Male,29,15+ years,-0.458850678,-0.38840335,-0.521864994
"% Change in Number of Smokers, 1990-2019",126,Costa Rica,2,Female,29,15+ years,-0.047470714,0.247173024,-0.286356748
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",126,Costa Rica,2,Female,29,15+ years,-0.481978759,-0.321423609,-0.60681217
"% Change in Number of Smokers, 1990-2019",126,Costa Rica,3,Both,29,15+ years,-0.025349534,0.114086951,-0.144854398
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",126,Costa Rica,3,Both,29,15+ years,-0.474360367,-0.404542751,-0.53576594
"% Change in Number of Smokers, 1990-2019",127,El Salvador,1,Male,29,15+ years,0.749952922,1.057809846,0.478581674
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",127,El Salvador,1,Male,29,15+ years,0.342807904,0.552210067,0.153630618
"% Change in Number of Smokers, 1990-2019",127,El Salvador,2,Female,29,15+ years,1.052319058,1.892415051,0.356904831
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",127,El Salvador,2,Female,29,15+ years,0.368790726,0.878282438,-0.050544277
"% Change in Number of Smokers, 1990-2019",127,El Salvador,3,Both,29,15+ years,0.795914959,1.070668745,0.54471926
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",127,El Salvador,3,Both,29,15+ years,0.305350596,0.490566635,0.131990677
"% Change in Number of Smokers, 1990-2019",128,Guatemala,1,Male,29,15+ years,1.350489004,1.684143058,1.051490231
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",128,Guatemala,1,Male,29,15+ years,-0.145583642,-0.043113292,-0.247652048
"% Change in Number of Smokers, 1990-2019",128,Guatemala,2,Female,29,15+ years,1.81881938,2.932960231,0.939839824
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",128,Guatemala,2,Female,29,15+ years,-0.050019222,0.296544042,-0.321281982
"% Change in Number of Smokers, 1990-2019",128,Guatemala,3,Both,29,15+ years,1.419081509,1.74822648,1.118561637
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",128,Guatemala,3,Both,29,15+ years,-0.151612359,-0.048616146,-0.246668362
"% Change in Number of Smokers, 1990-2019",129,Honduras,1,Male,29,15+ years,1.026392467,1.286629412,0.795717243
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",129,Honduras,1,Male,29,15+ years,-0.199352748,-0.104632551,-0.284307875
"% Change in Number of Smokers, 1990-2019",129,Honduras,2,Female,29,15+ years,1.484220237,2.319241269,0.796931164
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",129,Honduras,2,Female,29,15+ years,-0.117723862,0.164286748,-0.353373394
"% Change in Number of Smokers, 1990-2019",129,Honduras,3,Both,29,15+ years,1.096523277,1.355628092,0.861566493
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",129,Honduras,3,Both,29,15+ years,-0.202023975,-0.113154184,-0.283632704
"% Change in Number of Smokers, 1990-2019",130,Mexico,1,Male,29,15+ years,0.044680858,0.118145107,-0.023926402
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",130,Mexico,1,Male,29,15+ years,-0.406283228,-0.368182003,-0.442658192
"% Change in Number of Smokers, 1990-2019",130,Mexico,2,Female,29,15+ years,-0.084614474,0.099414522,-0.258627612
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",130,Mexico,2,Female,29,15+ years,-0.481499462,-0.382727003,-0.571247924
"% Change in Number of Smokers, 1990-2019",130,Mexico,3,Both,29,15+ years,0.005998673,0.083660564,-0.064537785
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",130,Mexico,3,Both,29,15+ years,-0.429752608,-0.389516418,-0.464413068
"% Change in Number of Smokers, 1990-2019",131,Nicaragua,1,Male,29,15+ years,0.659496247,0.915353541,0.434316558
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",131,Nicaragua,1,Male,29,15+ years,-0.232876075,-0.127202099,-0.331594482
"% Change in Number of Smokers, 1990-2019",131,Nicaragua,2,Female,29,15+ years,0.744691099,1.537473298,0.140699702
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",131,Nicaragua,2,Female,29,15+ years,-0.16230799,0.173575914,-0.423500878
"% Change in Number of Smokers, 1990-2019",131,Nicaragua,3,Both,29,15+ years,0.67040891,0.916302266,0.454815428
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",131,Nicaragua,3,Both,29,15+ years,-0.216739623,-0.113154562,-0.312238946
"% Change in Number of Smokers, 1990-2019",132,Panama,1,Male,29,15+ years,0.188975146,0.351906632,0.041079726
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",132,Panama,1,Male,29,15+ years,-0.390829386,-0.31087723,-0.462810301
"% Change in Number of Smokers, 1990-2019",132,Panama,2,Female,29,15+ years,0.189756743,0.676176375,-0.176509529
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",132,Panama,2,Female,29,15+ years,-0.359378208,-0.105606589,-0.544624207
"% Change in Number of Smokers, 1990-2019",132,Panama,3,Both,29,15+ years,0.184347325,0.360733934,0.027133499
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",132,Panama,3,Both,29,15+ years,-0.38774073,-0.300511986,-0.462130778
"% Change in Number of Smokers, 1990-2019",133,Venezuela (Bolivarian Republic of),1,Male,29,15+ years,0.147070985,0.313730282,-0.002393834
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",133,Venezuela (Bolivarian Republic of),1,Male,29,15+ years,-0.352900722,-0.269916382,-0.425736458
"% Change in Number of Smokers, 1990-2019",133,Venezuela (Bolivarian Republic of),2,Female,29,15+ years,0.257472572,0.680971095,-0.091441598
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",133,Venezuela (Bolivarian Republic of),2,Female,29,15+ years,-0.321589149,-0.110002285,-0.498498137
"% Change in Number of Smokers, 1990-2019",133,Venezuela (Bolivarian Republic of),3,Both,29,15+ years,0.179957333,0.34445116,0.030652532
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",133,Venezuela (Bolivarian Republic of),3,Both,29,15+ years,-0.346889695,-0.261252117,-0.425388166
"% Change in Number of Smokers, 1990-2019",134,Tropical Latin America,1,Male,29,15+ years,-0.497891022,-0.454678912,-0.536313556
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",134,Tropical Latin America,1,Male,29,15+ years,-0.71541023,-0.691875874,-0.737064647
"% Change in Number of Smokers, 1990-2019",134,Tropical Latin America,2,Female,29,15+ years,-0.546777104,-0.489134295,-0.60205325
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",134,Tropical Latin America,2,Female,29,15+ years,-0.742619216,-0.707997365,-0.77621401
"% Change in Number of Smokers, 1990-2019",134,Tropical Latin America,3,Both,29,15+ years,-0.518600609,-0.484587264,-0.550620707
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",134,Tropical Latin America,3,Both,29,15+ years,-0.726833835,-0.707324962,-0.74511553
"% Change in Number of Smokers, 1990-2019",135,Brazil,1,Male,29,15+ years,-0.517471948,-0.473438983,-0.557153507
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",135,Brazil,1,Male,29,15+ years,-0.72485692,-0.701012565,-0.746999705
"% Change in Number of Smokers, 1990-2019",135,Brazil,2,Female,29,15+ years,-0.556015782,-0.49758535,-0.612545867
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",135,Brazil,2,Female,29,15+ years,-0.746706024,-0.711625804,-0.780028204
"% Change in Number of Smokers, 1990-2019",135,Brazil,3,Both,29,15+ years,-0.533948565,-0.497935039,-0.565849408
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",135,Brazil,3,Both,29,15+ years,-0.734098741,-0.713886461,-0.752441248
"% Change in Number of Smokers, 1990-2019",136,Paraguay,1,Male,29,15+ years,0.293865865,0.438643351,0.142994155
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",136,Paraguay,1,Male,29,15+ years,-0.396536714,-0.334009993,-0.462828734
"% Change in Number of Smokers, 1990-2019",136,Paraguay,2,Female,29,15+ years,0.259709304,0.657256611,-0.058925831
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",136,Paraguay,2,Female,29,15+ years,-0.419363124,-0.246776563,-0.564219611
"% Change in Number of Smokers, 1990-2019",136,Paraguay,3,Both,29,15+ years,0.282077045,0.433591855,0.140850391
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",136,Paraguay,3,Both,29,15+ years,-0.402167163,-0.336732942,-0.462767677
"% Change in Number of Smokers, 1990-2019",137,North Africa and Middle East,1,Male,29,15+ years,1.035124849,1.096073351,0.976016211
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",137,North Africa and Middle East,1,Male,29,15+ years,-0.112125382,-0.087489111,-0.136325975
"% Change in Number of Smokers, 1990-2019",137,North Africa and Middle East,2,Female,29,15+ years,1.085899279,1.310811483,0.871129445
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",137,North Africa and Middle East,2,Female,29,15+ years,-0.028789702,0.072265734,-0.127454295
"% Change in Number of Smokers, 1990-2019",137,North Africa and Middle East,3,Both,29,15+ years,1.041492732,1.106294631,0.980762082
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",137,North Africa and Middle East,3,Both,29,15+ years,-0.089616111,-0.064120487,-0.115604002
"% Change in Number of Smokers, 1990-2019",138,North Africa and Middle East,1,Male,29,15+ years,1.035124849,1.096073351,0.976016211
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",138,North Africa and Middle East,1,Male,29,15+ years,-0.112125382,-0.087489111,-0.136325975
"% Change in Number of Smokers, 1990-2019",138,North Africa and Middle East,2,Female,29,15+ years,1.085899279,1.310811483,0.871129445
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",138,North Africa and Middle East,2,Female,29,15+ years,-0.028789702,0.072265734,-0.127454295
"% Change in Number of Smokers, 1990-2019",138,North Africa and Middle East,3,Both,29,15+ years,1.041492732,1.106294631,0.980762082
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",138,North Africa and Middle East,3,Both,29,15+ years,-0.089616111,-0.064120487,-0.115604002
"% Change in Number of Smokers, 1990-2019",139,Algeria,1,Male,29,15+ years,1.058155635,1.289650558,0.82944796
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",139,Algeria,1,Male,29,15+ years,-0.070079507,0.023079082,-0.161976905
"% Change in Number of Smokers, 1990-2019",139,Algeria,2,Female,29,15+ years,0.541155651,1.198119507,0.016616198
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",139,Algeria,2,Female,29,15+ years,-0.287200094,-0.006991722,-0.514716355
"% Change in Number of Smokers, 1990-2019",139,Algeria,3,Both,29,15+ years,1.022442092,1.255660226,0.797971832
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",139,Algeria,3,Both,29,15+ years,-0.078049241,0.013099577,-0.168403491
"% Change in Number of Smokers, 1990-2019",140,Bahrain,1,Male,29,15+ years,2.66723638,3.181661108,2.240305266
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",140,Bahrain,1,Male,29,15+ years,-0.010252349,0.100214157,-0.11055747
"% Change in Number of Smokers, 1990-2019",140,Bahrain,2,Female,29,15+ years,1.977455953,2.947895344,1.16669935
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",140,Bahrain,2,Female,29,15+ years,-0.206687667,0.026750609,-0.403719773
"% Change in Number of Smokers, 1990-2019",140,Bahrain,3,Both,29,15+ years,2.574484076,3.019704181,2.154860626
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",140,Bahrain,3,Both,29,15+ years,-0.031010325,0.071367029,-0.126969578
"% Change in Number of Smokers, 1990-2019",141,Egypt,1,Male,29,15+ years,1.370004322,1.571243467,1.179624531
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",141,Egypt,1,Male,29,15+ years,0.130774811,0.218803086,0.048831078
"% Change in Number of Smokers, 1990-2019",141,Egypt,2,Female,29,15+ years,0.975795882,2.033320336,0.254106752
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",141,Egypt,2,Female,29,15+ years,0.024088339,0.505074609,-0.31670774
"% Change in Number of Smokers, 1990-2019",141,Egypt,3,Both,29,15+ years,1.357637684,1.553972644,1.171577489
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",141,Egypt,3,Both,29,15+ years,0.155690364,0.244445685,0.072029995
"% Change in Number of Smokers, 1990-2019",142,Iran (Islamic Republic of),1,Male,29,15+ years,1.269638278,1.552827312,1.005722262
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",142,Iran (Islamic Republic of),1,Male,29,15+ years,0.023031256,0.146256912,-0.087407079
"% Change in Number of Smokers, 1990-2019",142,Iran (Islamic Republic of),2,Female,29,15+ years,1.341468654,2.242350292,0.577670393
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",142,Iran (Islamic Republic of),2,Female,29,15+ years,0.08276972,0.479262908,-0.266951665
"% Change in Number of Smokers, 1990-2019",142,Iran (Islamic Republic of),3,Both,29,15+ years,1.273669038,1.547516246,1.019021459
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",142,Iran (Islamic Republic of),3,Both,29,15+ years,0.021317261,0.1380317,-0.089821646
"% Change in Number of Smokers, 1990-2019",143,Iraq,1,Male,29,15+ years,1.532572224,1.76796623,1.312505566
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",143,Iraq,1,Male,29,15+ years,-0.188011305,-0.115010742,-0.252048406
"% Change in Number of Smokers, 1990-2019",143,Iraq,2,Female,29,15+ years,1.450201921,2.441247862,0.649433273
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",143,Iraq,2,Female,29,15+ years,-0.221301818,0.065146586,-0.450337651
"% Change in Number of Smokers, 1990-2019",143,Iraq,3,Both,29,15+ years,1.521742307,1.748965604,1.30006922
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",143,Iraq,3,Both,29,15+ years,-0.190057863,-0.124052541,-0.2527437
"% Change in Number of Smokers, 1990-2019",144,Jordan,1,Male,29,15+ years,3.522050468,3.863957723,3.197901024
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",144,Jordan,1,Male,29,15+ years,0.113662155,0.182984444,0.046363556
"% Change in Number of Smokers, 1990-2019",144,Jordan,2,Female,29,15+ years,3.172828013,4.592128618,2.024881002
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",144,Jordan,2,Female,29,15+ years,0.105742479,0.445765536,-0.157574182
"% Change in Number of Smokers, 1990-2019",144,Jordan,3,Both,29,15+ years,3.45147994,3.854734798,3.095703562
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",144,Jordan,3,Both,29,15+ years,0.136664797,0.219493873,0.058740283
"% Change in Number of Smokers, 1990-2019",145,Kuwait,1,Male,29,15+ years,1.203649892,1.447678674,0.98018848
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",145,Kuwait,1,Male,29,15+ years,-0.142048421,-0.061764686,-0.216355281
"% Change in Number of Smokers, 1990-2019",145,Kuwait,2,Female,29,15+ years,1.936893546,3.235988865,0.925110304
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",145,Kuwait,2,Female,29,15+ years,-0.085701408,0.24323807,-0.363258516
"% Change in Number of Smokers, 1990-2019",145,Kuwait,3,Both,29,15+ years,1.251980108,1.510897457,1.0251348
"% Change in Age-Standardized Smoking Prevalence, 1990-2019",145,Kuwait,3,Both,29,15+ years,-0.218997066,-0.147035903,-0.287431287
